"producto","variedad","Nom_Procedencia","Precio Mayorista","Precio Minorista","observaciones","fecha"
"Papa","Romano","Cochabamba","340   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","02/06/2008"
"Papa","Romano","Los Negros","350   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","","28/05/2008"
"Papa","Romano","Los Negros","330   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","","27/05/2008"
"Papa","Romano","Los Negros","320   Bs.-/Bolsa (10@)","34   Bs.-/Arroba (@)","","23/05/2008"
"Papa","Romano","Chapare","300   Bs.-/Bolsa (10@)","32   Bs.-/Arroba (@)","","13/05/2008"
"Papa","Romano","Los Negros","320   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","12/05/2008"
"Papa","Romano","Saipina","360   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","","09/05/2008"
"Papa","Romano","Saipina","250   Bs.-/Bolsa (10@)","28   Bs.-/Arroba (@)","","08/05/2008"
"Papa","Romano","Los Negros","310   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","14/04/2008"
"Papa","Waycha (Arinosa)","Chapare","380   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","","20/06/2008"
"Papa","Waycha (Arinosa)","Chapare","400   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","","11/06/2008"
"Papa","Waycha (Arinosa)","Cochabamba","400   Bs.-/Bolsa (10@)","43   Bs.-/Arroba (@)","","10/06/2008"
"Papa","Waycha (Arinosa)","Chapare","400   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","","04/06/2008"
"Papa","Waycha (Arinosa)","Chapare","400   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","En el mercado Abasto se oferta papa waicha peruana a 36 Bs la @","03/06/2008"
"Papa","Waycha (Arinosa)","Chapare","390   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","","02/06/2008"
"Papa","Waycha (Arinosa)","Chapare","370   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","28/05/2008"
"Papa","Waycha (Arinosa)","Chapare","370   Bs.-/Bolsa (10@)","39   Bs.-/Arroba (@)","","27/05/2008"
"Papa","Waycha (Arinosa)","Chapare","380   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","","23/05/2008"
"Papa","Waycha (Arinosa)","Chapare","330   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","13/05/2008"
"Papa","Waycha (Arinosa)","Chapare","340   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","","12/05/2008"
"Papa","Waycha (Arinosa)","Chapare","350   Bs.-/Bolsa (10@)","37   Bs.-/Arroba (@)","","09/05/2008"
"Papa","Waycha (Arinosa)","Chapare","320   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","","08/05/2008"
"Papa","Waycha (Arinosa)","Chapare","320   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","","14/04/2008"
"Papaliza","Amarilla","Cochabamba","30   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","20/06/2008"
"Papaliza","Amarilla","Cochabamba","30   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","11/06/2008"
"Papaliza","Amarilla","Cochabamba","30   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","10/06/2008"
"Papaliza","Amarilla","Cochabamba","30   Bs.-/Arroba (@)","6   Bs.-/3 Libras","Papaliza grande","04/06/2008"
"Papaliza","Amarilla","Cochabamba","25   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","03/06/2008"
"Papaliza","Amarilla","Cochabamba","35   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","02/06/2008"
"Papaliza","Amarilla","Cochabamba","30   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","12/05/2008"
"Papaliza","Amarilla","Cochabamba","23   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","09/05/2008"
"Papaliza","Amarilla","Cochabamba","30   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","08/05/2008"
"Pepino","Comun","Los Negros","25   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","20/06/2008"
"Pepino","Comun","Los Negros","30   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","11/06/2008"
"Pepino","Comun","Los Negros","25   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","10/06/2008"
"Pepino","Comun","Los Negros","20   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","04/06/2008"
"Pimenton","4 Puntas","Los Negros","150   Bs.-/Bolsa Grande","14   Bs.-/Docena","Pimenton grande","20/06/2008"
"Pimenton","4 Puntas","Los Negros","150   Bs.-/Bolsa Grande","14   Bs.-/Docena","Pimenton grande","11/06/2008"
"Pimenton","4 Puntas","Los Negros","145   Bs.-/Bolsa Grande","8   Bs.-/Docena","Pimenton mediano","10/06/2008"
"Pimenton","4 Puntas","Los Negros","150   Bs.-/Bolsa Grande","8   Bs.-/Docena","","04/06/2008"
"Pimenton","4 Puntas","Los Negros","150   Bs.-/Bolsa Grande","8   Bs.-/Docena","Pimenton grande","03/06/2008"
"Pimenton","4 Puntas","Los Negros","160   Bs.-/Bolsa Grande","10   Bs.-/Docena","Pimenton mediano","02/06/2008"
"Pimenton","4 Puntas","Los Negros","160   Bs.-/Bolsa Grande","9   Bs.-/Docena","Pimenton grande","28/05/2008"
"Pimenton","4 Puntas","Los Negros","150   Bs.-/Bolsa Grande","8   Bs.-/Docena","Pimenton Grande","27/05/2008"
"Pimenton","4 Puntas","Los Negros","170   Bs.-/Bolsa Grande","14   Bs.-/Docena","Pimenton grande","23/05/2008"
"Pimenton","4 Puntas","Los Negros","180   Bs.-/Bolsa Grande","20   Bs.-/Docena","Pimenton grande","13/05/2008"
"Pimenton","4 Puntas","Los Negros","160   Bs.-/Bolsa Grande","10   Bs.-/Docena","Pimenton Grande","12/05/2008"
"Pimenton","4 Puntas","Los Negros","70   Bs.-/Bolsa Grande","8   Bs.-/Docena","Pimenton Grande","09/05/2008"
"Pimenton","4 Puntas","Los Negros","170   Bs.-/Bolsa Grande","15   Bs.-/Docena","Pimenton Grande","08/05/2008"
"Pimenton","4 Puntas","Los Negros","170   Bs.-/Bolsa Grande","10   Bs.-/Docena","Pimenton mediano","14/04/2008"
"Pollo","Granja","Cruceño","12   Bs.-/Kilo","12   Bs.-/Kilo","","20/06/2008"
"Pollo","Granja","Cruceño","13   Bs.-/Kilo","13   Bs.-/Kilo","","11/06/2008"
"Pollo","Granja","Cruceño","13   Bs.-/Kilo","13   Bs.-/Kilo","","10/06/2008"
"Pollo","Granja","Cruceño","13   Bs.-/Kilo","14   Bs.-/Kilo","","04/06/2008"
"Pollo","Granja","Cruceño","14   Bs.-/Kilo","14   Bs.-/Kilo","","03/06/2008"
"Pollo","Granja","Cruceño","13   Bs.-/Kilo","14   Bs.-/Kilo","","02/06/2008"
"Pollo","Granja","Cruceño","13   Bs.-/Kilo","14   Bs.-/Kilo","","27/05/2008"
"Pollo","Granja","Cruceño","13   Bs.-/Kilo","14   Bs.-/Kilo","","23/05/2008"
"Pollo","Granja","Cruceño","10   Bs.-/Kilo","12   Bs.-/Kilo","","12/05/2008"
"Pollo","Granja","Cruceño","11   Bs.-/Kilo","13   Bs.-/Kilo","","09/05/2008"
"Pollo","Granja","Cruceño","10   Bs.-/Kilo","10   Bs.-/Kilo","","08/05/2008"
"Repollo","Hibrido","Los Negros","9   Bs.-/Unidad","10   Bs.-/Unidad","Repollo grande","20/06/2008"
"Repollo","Hibrido","Los Negros","4   Bs.-/Unidad","6   Bs.-/Unidad","Repollo peque?o","11/06/2008"
"Repollo","Hibrido","Los Negros","6   Bs.-/Unidad","8   Bs.-/Unidad","","10/06/2008"
"Repollo","Hibrido","Los Negros","7   Bs.-/Unidad","9   Bs.-/Unidad","Repollo grande","04/06/2008"
"Repollo","Hibrido","Los Negros","7   Bs.-/Unidad","10   Bs.-/Unidad","","03/06/2008"
"Repollo","Hibrido","Los Negros","8   Bs.-/Unidad","10   Bs.-/Unidad","Repollo grande","02/06/2008"
"Repollo","Hibrido","Los Negros","6   Bs.-/Unidad","8   Bs.-/Unidad","","28/05/2008"
"Repollo","Hibrido","Los Negros","8   Bs.-/Unidad","10   Bs.-/Unidad","Repollo grande","27/05/2008"
"Repollo","Hibrido","Los Negros","6   Bs.-/Unidad","8   Bs.-/Unidad","","23/05/2008"
"Repollo","Hibrido","Los Negros","6   Bs.-/Unidad","8   Bs.-/Unidad","","13/05/2008"
"Repollo","Hibrido","Los Negros","3   Bs.-/Unidad","5   Bs.-/Unidad","","12/05/2008"
"Repollo","Hibrido","Los Negros","2   Bs.-/Unidad","4   Bs.-/Unidad","","09/05/2008"
"Repollo","Hibrido","Los Negros","2   Bs.-/Unidad","5   Bs.-/Unidad","","08/05/2008"
"Repollo","Hibrido","Los Negros","6   Bs.-/Unidad","8   Bs.-/Unidad","Planta grande","14/04/2008"
"Tomate","Manzana","Los Negros","50   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","","20/06/2008"
"Tomate","Manzana","Los Negros","50   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","11/06/2008"
"Tomate","Manzana","Los Negros","50   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","10/06/2008"
"Tomate","Manzana","Los Negros","45   Bs.-/Caja de 18 Kg","3   Bs.-/Kilo","","04/06/2008"
"Tomate","Manzana","Los Negros","45   Bs.-/Caja de 18 Kg","3   Bs.-/Kilo","","03/06/2008"
"Tomate","Manzana","Los Negros","65   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","02/06/2008"
"Tomate","Manzana","Los Negros","55   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","28/05/2008"
"Tomate","Manzana","Los Negros","70   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","23/05/2008"
"Tomate","Manzana","Los Negros","70   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","","13/05/2008"
"Tomate","Manzana","Los Negros","70   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","12/05/2008"
"Tomate","Manzana","Los Negros","28   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","","09/05/2008"
"Tomate","Manzana","Los Negros","85   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","08/05/2008"
"Tomate","Manzana","Los Negros","75   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","","14/04/2008"
"Tomate","Pera","Los Negros","35   Bs.-/Caja de 18 Kg","2   Bs.-/Kilo","","20/06/2008"
"Tomate","Pera","Los Negros","40   Bs.-/Caja de 18 Kg","2   Bs.-/Kilo","","11/06/2008"
"Tomate","Pera","Los Negros","45   Bs.-/Caja de 18 Kg","3   Bs.-/Kilo","","10/06/2008"
"Tomate","Pera","Los Negros","28   Bs.-/Caja de 18 Kg","2   Bs.-/Kilo","","04/06/2008"
"Tomate","Pera","Los Negros","28   Bs.-/Caja de 18 Kg","3   Bs.-/Kilo","","03/06/2008"
"Tomate","Pera","Los Negros","50   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","","02/06/2008"
"Tomate","Pera","Los Negros","40   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","","28/05/2008"
"Tomate","Pera","Los Negros","70   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","23/05/2008"
"Tomate","Pera","Los Negros","70   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","13/05/2008"
"Tomate","Pera","Los Negros","60   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","","12/05/2008"
"Tomate","Pera","Los Negros","40   Bs.-/Caja de 18 Kg","3   Bs.-/Kilo","","09/05/2008"
"Tomate","Pera","Los Negros","75   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","08/05/2008"
"Tomate","Pera","Los Negros","70   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","14/04/2008"
"Trigo","Comun","Cochabamba","95   Bs.-/Arroba (@)","9   Bs.-/Kilo","","20/06/2008"
"Trigo","Comun","Cochabamba","85   Bs.-/Arroba (@)","8   Bs.-/Kilo","","11/06/2008"
"Trigo","Comun","Cochabamba","85   Bs.-/Arroba (@)","8   Bs.-/Kilo","","10/06/2008"
"Trigo","Comun","Cochabamba","85   Bs.-/Arroba (@)","8   Bs.-/Kilo","","04/06/2008"
"Trigo","Comun","Cochabamba","85   Bs.-/Arroba (@)","8   Bs.-/Kilo","","03/06/2008"
"Trigo","Comun","Cochabamba","85   Bs.-/Arroba (@)","8   Bs.-/Kilo","","02/06/2008"
"Trigo","Comun","Cochabamba","85   Bs.-/Arroba (@)","8   Bs.-/Kilo","","28/05/2008"
"Trigo","Comun","Cochabamba","100   Bs.-/Arroba (@)","9   Bs.-/Kilo","","27/05/2008"
"Trigo","Comun","Cochabamba","170   Bs.-/Arroba (@)","15   Bs.-/Kilo","","23/05/2008"
"Trigo","Comun","Cochabamba","65   Bs.-/Arroba (@)","6   Bs.-/Kilo","","13/05/2008"
"Trigo","Comun","Cochabamba","65   Bs.-/Arroba (@)","6   Bs.-/Kilo","","12/05/2008"
"Trigo","Comun","Cochabamba","60   Bs.-/Arroba (@)","6   Bs.-/Kilo","","09/05/2008"
"Trigo","Comun","Cochabamba","65   Bs.-/Arroba (@)","6   Bs.-/Kilo","","08/05/2008"
"Trigo","Comun","Cochabamba","170   Bs.-/Arroba (@)","15   Bs.-/Kilo","","14/04/2008"
"Trigo","Pelado o Curtido","Cochabamba","90   Bs.-/Arroba (@)","8   Bs.-/Kilo","","20/06/2008"
"Trigo","Pelado o Curtido","Cochabamba","70   Bs.-/Arroba (@)","7   Bs.-/Kilo","","11/06/2008"
"Trigo","Pelado o Curtido","Cochabamba","70   Bs.-/Arroba (@)","7   Bs.-/Kilo","","10/06/2008"
"Trigo","Pelado o Curtido","Cochabamba","70   Bs.-/Arroba (@)","7   Bs.-/Kilo","","04/06/2008"
"Trigo","Pelado o Curtido","Cochabamba","80   Bs.-/Arroba (@)","7   Bs.-/Kilo","","03/06/2008"
"Trigo","Pelado o Curtido","Cochabamba","80   Bs.-/Arroba (@)","7   Bs.-/Kilo","","02/06/2008"
"Trigo","Pelado o Curtido","Cochabamba","70   Bs.-/Arroba (@)","7   Bs.-/Kilo","","28/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","80   Bs.-/Arroba (@)","7   Bs.-/Kilo","","27/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","160   Bs.-/Arroba (@)","14   Bs.-/Kilo","","23/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","65   Bs.-/Arroba (@)","6   Bs.-/Kilo","","13/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","60   Bs.-/Arroba (@)","6   Bs.-/Kilo","","12/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","60   Bs.-/Arroba (@)","7   Bs.-/Kilo","","09/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","60   Bs.-/Arroba (@)","6   Bs.-/Kilo","","08/05/2008"
"Trigo","Pelado o Curtido","Cochabamba","175   Bs.-/Arroba (@)","16   Bs.-/Kilo","","14/04/2008"
"Vainita","Comun","Los Negros","45   Bs.-/Arroba (@)","6   Bs.-/3 Libras","Vainita grande","20/06/2008"
"Vainita","Comun","Los Negros","50   Bs.-/Arroba (@)","6   Bs.-/3 Libras","Vainita grande","11/06/2008"
"Vainita","Comun","Los Negros","50   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","10/06/2008"
"Vainita","Comun","Los Negros","35   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","04/06/2008"
"Zanahoria","Chantenay","Cochabamba","200   Bs.-/Bolsa (10@)","24   Bs.-/Arroba (@)","","20/06/2008"
"Zanahoria","Chantenay","Los Negros","280   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","11/06/2008"
"Zanahoria","Chantenay","Los Negros","280   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","10/06/2008"
"Zanahoria","Chantenay","Los Negros","35   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","04/06/2008"
"Zanahoria","Chantenay","Los Negros","370   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","03/06/2008"
"Zanahoria","Chantenay","Los Negros","300   Bs.-/Bolsa (10@)","33   Bs.-/Arroba (@)","","02/06/2008"
"Zanahoria","Chantenay","Los Negros","240   Bs.-/Bolsa (10@)","26   Bs.-/Arroba (@)","","28/05/2008"
"Zanahoria","Chantenay","Los Negros","230   Bs.-/Bolsa (10@)","25   Bs.-/Arroba (@)","","27/05/2008"
"Zanahoria","Chantenay","Los Negros","280   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","23/05/2008"
"Zanahoria","Chantenay","Los Negros","250   Bs.-/Bolsa (10@)","28   Bs.-/Arroba (@)","","13/05/2008"
"Zanahoria","Chantenay","Los Negros","200   Bs.-/Bolsa (10@)","25   Bs.-/Arroba (@)","","12/05/2008"
"Zanahoria","Chantenay","Los Negros","320   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","09/05/2008"
"Zanahoria","Chantenay","Los Negros","160   Bs.-/Bolsa (10@)","18   Bs.-/Arroba (@)","","08/05/2008"
"Zanahoria","Chantenay","Los Negros","250   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","14/04/2008"
"Zapallo","Quintalero","Los Negros","60   Bs.-/qq","2   Bs.-/Kilo","","20/06/2008"
"Zapallo","Quintalero","Los Negros","50   Bs.-/qq","3   Bs.-/Kilo","","11/06/2008"
"Zapallo","Quintalero","Valles Cruceños","45   Bs.-/qq","2   Bs.-/Kilo","","10/06/2008"
"Zapallo","Quintalero","Valles Cruceños","50   Bs.-/qq","2   Bs.-/Kilo","","04/06/2008"
"Zapallo","Quintalero","Los Negros","50   Bs.-/qq","2   Bs.-/Kilo","","03/06/2008"
"Zapallo","Quintalero","Los Negros","50   Bs.-/Kilo","3   Bs.-/Kilo","","02/06/2008"
"Zapallo","Quintalero","Los Negros","45   Bs.-/qq","2   Bs.-/Kilo","","27/05/2008"
"Zapallo","Quintalero","Los Negros","48   Bs.-/qq","2   Bs.-/Kilo","","23/05/2008"
"Zapallo","Quintalero","Los Negros","0   Bs.-/Kilo","2   Bs.-/Kilo","","13/05/2008"
"Zapallo","Quintalero","Los Negros","1   Bs.-/Kilo","2   Bs.-/Kilo","","12/05/2008"
"Zapallo","Quintalero","Los Negros","1   Bs.-/Kilo","3   Bs.-/Kilo","","09/05/2008"
"Zapallo","Quintalero","Valles Cruceños","1   Bs.-/Kilo","3   Bs.-/Kilo","","08/05/2008"